Dist Code,Year,State Code,State Name,Dist Name,RICE HARVEST PRICE (Rs per Quintal),PADDY HARVEST PRICE (Rs per Quintal),WHEAT HARVEST PRICE (Rs per Quintal),SORGHUM HARVEST PRICE (Rs per Quintal),PEARL MILLET HARVEST PRICE (Rs per Quintal),MAIZE HARVEST PRICE (Rs per Quintal),FINGER MILLET HARVEST PRICE (Rs per Quintal),BARLEY HARVEST PRICE (Rs per Quintal),CHICKPEA HARVEST PRICE (Rs per Quintal),PIGEONPEA HARVEST PRICE (Rs per Quintal),GROUNDNUT HARVEST PRICE (Rs per Quintal),SEASMUM HARVEST PRICE (Rs per Quintal),RAPE AND MUSTARD HARVEST PRICE (Rs per Quintal),CASTOR HARVEST PRICE (Rs per Quintal),LINSEED HARVEST PRICE (Rs per Quintal),SUGARCANE GUR HARVEST PRICE (Rs per Quintal),COTTON KAPAS HARVEST PRICE (Rs per Quintal)
1,2009,14,Chhattisgarh,Durg,1600.0,927.0,1522.0,1016.0,905.0,882.5,1040.0,932.0,2682.0,5085.0,2528.5,4999.0,2280.5,2371.0,4000.0,2977.5,2965.0
1,2010,14,Chhattisgarh,Durg,1825.0,1000.0,1485.0,1150.0,938.0,943.0,1100.0,1041.5,2604.0,5125.0,2856.0,8000.0,2400.0,2700.0,4961.0,2889.0,4018.0
1,2011,14,Chhattisgarh,Durg,1786.0,965.0,1356.0,1180.0,1032.0,1020.0,1131.0,1145.0,3367.0,4750.0,3288.0,4600.0,3092.5,3320.5,3883.0,3031.0,3810.0
1,2012,14,Chhattisgarh,Durg,2006.5,1256.0,1582.0,1498.5,1249.5,1202.0,1564.0,1221.0,3255.0,4581.0,4167.0,2600.0,3225.5,3070.0,3800.0,3340.5,3996.0
1,2013,14,Chhattisgarh,Durg,2241.5,1307.0,2000.0,1419.5,1317.5,1270.0,1787.5,1232.5,3000.0,4219.0,6000.0,8180.0,4000.0,3131.5,3822.0,3444.0,4509.0
1,2014,14,Chhattisgarh,Durg,2116.0,1395.0,1592.0,1599.0,1288.0,1255.0,1653.5,1238.0,3632.0,4951.0,5005.0,8150.5,3468.0,3267.0,3775.0,4009.0,4200.0
1,2015,14,Chhattisgarh,Durg,2977.0,1423.0,2327.0,1675.5,1351.0,1372.5,1678.0,1428.0,4034.0,6481.0,4248.0,10000.0,3696.0,3279.0,4368.5,3325.0,4272.5
1,2016,14,Chhattisgarh,Durg,3956.0,1509.33,1828.0,1743.665,1400.0,1420.5,2084.0,1505.0,4898.0,4572.0,4350.0,6125.0,3665.0,3478.5,4100.0,3890.0,4837.0
2,2009,14,Chhattisgarh,Bastar,1479.0,965.0,1700.0,1016.0,905.0,827.0,1061.0,932.0,3059.0,3728.0,2528.5,3104.0,2329.0,2371.0,2800.0,2988.0,2965.0
2,2010,14,Chhattisgarh,Bastar,1425.0,1015.0,2000.0,1150.0,938.0,835.0,1086.0,1041.5,2577.0,3508.0,2856.0,4550.0,2400.0,2700.0,2549.5,3064.0,4018.0
2,2011,14,Chhattisgarh,Bastar,1862.0,1173.0,2150.0,1180.0,1032.0,1020.0,1131.0,1145.0,5500.0,3260.0,3288.0,4600.0,3092.5,3320.5,3212.5,2938.0,3810.0
2,2012,14,Chhattisgarh,Bastar,2000.0,1268.0,1520.0,1498.5,1249.5,800.0,1564.0,1221.0,4500.0,3687.5,2600.0,6604.0,3225.5,3070.0,3371.0,3661.0,3996.0
2,2013,14,Chhattisgarh,Bastar,2241.5,1108.0,1511.0,1419.5,1317.5,1093.0,1787.5,1232.5,3308.0,3900.0,3781.0,8180.0,3255.0,3131.5,3822.0,2872.0,4509.0
2,2014,14,Chhattisgarh,Bastar,2760.0,1372.0,1513.0,1599.0,1288.0,1255.0,1653.5,1238.0,3586.0,4705.0,3913.0,7910.0,3468.0,3267.0,3775.0,3436.0,4200.0
2,2015,14,Chhattisgarh,Bastar,2933.0,1297.0,1568.0,1675.5,1351.0,2800.0,1678.0,1428.0,4481.0,7318.5,4248.0,6806.0,3696.0,3279.0,4368.5,3533.0,4272.5
2,2016,14,Chhattisgarh,Bastar,2564.33,1331.0,1629.0,2550.0,1400.0,1260.0,2084.0,1505.0,5750.0,6362.5,4350.0,11183.0,6000.0,3478.5,4100.0,4667.0,4837.0
3,2009,14,Chhattisgarh,Raipur,1740.0,998.0,1435.0,1016.0,905.0,882.5,1040.0,932.0,2241.0,3647.0,4409.0,5437.0,2280.5,2371.0,2685.0,3025.0,2965.0
3,2010,14,Chhattisgarh,Raipur,1638.0,1061.0,1340.0,1150.0,938.0,943.0,500.0,1041.5,2392.0,3709.0,3754.0,6207.0,2400.0,2700.0,2554.0,2889.0,4018.0
3,2011,14,Chhattisgarh,Raipur,1696.0,1081.0,1474.0,1180.0,1032.0,1020.0,1131.0,1145.0,3363.0,3260.0,5637.0,8208.0,3092.5,3320.5,4050.0,3031.0,3810.0
3,2012,14,Chhattisgarh,Raipur,1734.0,1231.0,1428.0,1498.5,1249.5,1202.0,1564.0,1221.0,3453.0,3687.5,3833.0,6926.0,3225.5,3070.0,4319.0,3860.0,3996.0
3,2013,14,Chhattisgarh,Raipur,2452.0,1491.0,1920.0,1419.5,1317.5,1270.0,1787.5,1232.5,3308.0,3900.0,3781.0,8180.0,3255.0,3131.5,3822.0,3444.0,4509.0
3,2015,14,Chhattisgarh,Raipur,2833.33,1407.0,1813.0,1675.5,1351.0,1372.5,1678.0,1428.0,9775.0,7318.5,4248.0,6806.0,3696.0,3279.0,4368.5,3325.0,4272.5
3,2016,14,Chhattisgarh,Raipur,2564.33,1486.67,1790.0,1743.665,1400.0,1420.5,2084.0,1505.0,4433.0,4555.0,4350.0,6125.0,3665.0,3478.5,4100.0,3890.0,4837.0
4,2009,14,Chhattisgarh,Bilaspur,1671.0,1239.0,1221.0,1016.0,905.0,841.0,1040.0,932.0,1835.0,3225.0,3402.0,5917.0,1900.0,2371.0,2800.0,2583.0,2965.0
4,2010,14,Chhattisgarh,Bilaspur,985.0,1019.0,1217.0,1017.0,1613.0,943.0,1100.0,800.0,2450.0,3199.0,4347.0,4904.0,2267.0,2700.0,2440.0,3146.0,4018.0
4,2011,14,Chhattisgarh,Bilaspur,1750.0,1077.0,1114.0,980.0,1420.0,1154.0,1131.0,1145.0,3794.0,3583.0,4234.0,4871.0,2604.0,3320.5,3233.0,3156.0,3810.0
4,2012,14,Chhattisgarh,Bilaspur,1708.0,1277.0,1437.0,3000.0,1249.5,1075.0,1564.0,2520.0,4195.0,3785.0,5563.0,7205.0,2991.0,3070.0,4803.0,3503.0,3996.0
4,2013,14,Chhattisgarh,Bilaspur,1922.0,1257.0,1585.0,3500.0,3233.0,2946.0,1787.5,3456.0,4185.0,4867.0,5421.0,7686.0,3036.0,3131.5,4685.0,4008.0,4509.0
4,2014,14,Chhattisgarh,Bilaspur,1997.0,1323.0,1594.0,1557.0,2085.0,1796.0,1653.5,1933.0,3885.0,5315.0,5856.0,11000.0,3827.0,2350.0,4320.0,3848.0,4200.0
4,2015,14,Chhattisgarh,Bilaspur,2197.0,1338.0,1917.0,1616.0,2500.0,2207.0,1678.0,2033.0,4940.0,8010.0,7003.0,8393.0,4416.0,2220.0,4457.0,3862.0,4272.5
4,2016,14,Chhattisgarh,Bilaspur,2312.0,1364.0,2115.0,1698.5,3500.0,1880.0,2084.0,2430.0,5646.0,4942.0,5689.0,7852.0,5190.0,3478.5,4100.0,4066.0,4837.0
5,2009,14,Chhattisgarh,Raigarh,1680.0,1035.0,1715.0,1016.0,905.0,1389.0,1040.0,932.0,3033.0,4625.0,2806.0,5974.0,7749.0,2371.0,2800.0,2824.0,2965.0
5,2010,14,Chhattisgarh,Raigarh,1520.0,1240.0,1200.0,1150.0,938.0,1000.0,1100.0,1041.5,2315.0,4500.0,2954.0,5160.0,5500.0,2700.0,2549.5,3782.0,4018.0
5,2011,14,Chhattisgarh,Raigarh,1657.0,985.0,1219.0,1180.0,1032.0,1100.0,1131.0,1145.0,3313.0,4613.0,3523.0,5044.0,3092.5,3320.5,3212.5,4062.0,3810.0
5,2012,14,Chhattisgarh,Raigarh,1833.0,1279.0,1879.0,1498.5,1249.5,1168.0,1564.0,1221.0,4624.0,5174.0,3849.0,6365.0,4408.0,3070.0,3371.0,4454.0,3996.0
5,2013,14,Chhattisgarh,Raigarh,1956.0,1410.0,1991.0,1419.5,1317.5,1238.0,1787.5,1232.5,4097.0,5008.0,3903.0,8667.0,4788.0,3131.5,3822.0,4301.0,4509.0
5,2014,14,Chhattisgarh,Raigarh,2152.0,1526.0,1986.0,1599.0,1288.0,1667.0,1653.5,1238.0,4436.0,5999.0,4200.0,11269.0,4583.0,3267.0,3775.0,4358.0,4200.0
5,2015,14,Chhattisgarh,Raigarh,2728.0,1402.0,2102.0,2011.0,1414.0,1330.0,1678.0,1621.0,4688.0,10275.0,4259.0,9294.0,7401.0,3279.0,5682.0,4214.0,4272.5
5,2016,14,Chhattisgarh,Raigarh,3092.0,1485.0,2491.0,2000.0,3283.0,1501.0,2084.0,2833.0,5567.0,5467.5,4213.0,9604.5,6186.0,3478.5,4100.0,4293.0,4837.0
6,2009,14,Chhattisgarh,Surguja,1245.0,1163.0,1196.0,1016.0,905.0,1247.0,1040.0,932.0,2226.0,3728.0,2528.5,5570.0,2280.5,2371.0,2800.0,3646.0,2965.0
6,2010,14,Chhattisgarh,Surguja,1774.0,994.0,1200.0,1150.0,938.0,943.0,1100.0,1041.5,2315.0,3508.0,2856.0,4550.0,2400.0,2700.0,2549.5,2889.0,4018.0
6,2011,14,Chhattisgarh,Surguja,1750.0,1020.5,1219.0,1180.0,1032.0,1020.0,1131.0,1145.0,3313.0,3260.0,3288.0,4600.0,3092.5,3320.5,3212.5,3031.0,3810.0
6,2012,14,Chhattisgarh,Surguja,1503.0,1000.0,1800.0,1498.5,1249.5,1100.0,1564.0,1221.0,4889.0,3687.5,3917.0,6604.0,3225.5,3070.0,3371.0,4000.0,3996.0
6,2013,14,Chhattisgarh,Surguja,2000.0,1200.0,2200.0,1419.5,1317.5,1300.0,1787.5,1232.5,4950.0,1950.0,6500.0,8180.0,3255.0,3131.5,3822.0,4761.0,4509.0
6,2014,14,Chhattisgarh,Surguja,2175.0,1300.0,2375.0,1599.0,1288.0,1300.0,1653.5,1238.0,4625.0,4705.0,7423.0,8150.5,3468.0,3267.0,3775.0,4870.0,4200.0
6,2015,14,Chhattisgarh,Surguja,3088.0,1367.0,2400.0,1675.5,1351.0,1280.0,1678.0,1428.0,6333.0,9000.0,7045.0,9000.0,3696.0,3279.0,4368.5,4330.0,4272.5
6,2016,14,Chhattisgarh,Surguja,3278.5,1370.0,2009.0,1831.5,2547.0,2000.0,3622.0,2468.0,5690.0,5952.5,5000.0,9604.0,6092.0,3478.5,4100.0,4119.0,4837.0
7,2009,6,Madhya Pradesh,Jabalpur,1765.0,1341.0,1549.0,837.0,905.0,1124.0,1040.0,932.0,2581.0,7578.0,2528.5,5407.0,2280.5,2371.0,2212.0,3088.0,2965.0
7,2010,6,Madhya Pradesh,Jabalpur,1838.0,994.0,1593.0,1329.0,938.0,1212.0,1100.0,1041.5,2821.0,3508.0,2856.0,4550.0,2400.0,2700.0,2400.0,2889.0,4018.0
7,2011,6,Madhya Pradesh,Jabalpur,1652.0,1020.5,1474.0,1907.0,1032.0,1402.0,1131.0,1145.0,3538.0,3260.0,3288.0,4600.0,3092.5,3320.5,3212.5,3031.0,3810.0
7,2012,6,Madhya Pradesh,Jabalpur,1641.0,1268.0,1401.0,850.0,1249.5,1205.0,1564.0,1221.0,3151.0,3821.0,4158.0,6833.0,2970.0,3070.0,3721.0,3340.5,3996.0
7,2013,6,Madhya Pradesh,Jabalpur,2400.0,1433.0,1644.0,2000.0,1317.5,1275.0,1787.5,1232.5,2720.0,4671.0,3781.0,13200.0,2825.0,3131.5,3886.0,3444.0,4509.0
7,2014,6,Madhya Pradesh,Jabalpur,2808.0,1393.0,1425.0,2750.0,1288.0,1333.0,1653.5,1238.0,3700.0,5687.0,3913.0,9522.0,3467.0,3267.0,3883.0,3436.0,4200.0
7,2015,6,Madhya Pradesh,Jabalpur,2833.33,1557.0,1525.0,1733.0,1351.0,1450.0,1678.0,1428.0,4418.0,7905.0,4248.0,8800.0,3450.0,3279.0,4489.0,3325.0,4272.5
7,2016,6,Madhya Pradesh,Jabalpur,2929.67,1581.0,1590.0,1743.665,1400.0,1417.0,2084.0,1505.0,5200.0,4291.0,4350.0,7333.0,3533.0,3478.5,4387.0,3890.0,4837.0
8,2009,6,Madhya Pradesh,Balaghat,1671.0,1163.0,1025.0,1036.0,905.0,882.5,1040.0,932.0,2005.0,3807.0,2528.5,4999.0,1600.0,2371.0,2800.0,3691.0,2965.0
8,2010,6,Madhya Pradesh,Balaghat,1774.0,1150.0,1200.0,1150.0,938.0,943.0,1100.0,1041.5,2315.0,3508.0,2856.0,4550.0,2400.0,2700.0,2549.5,3752.0,4018.0
8,2011,6,Madhya Pradesh,Balaghat,1750.0,1243.0,1219.0,1180.0,1032.0,1020.0,1131.0,1145.0,3313.0,3260.0,3288.0,4600.0,3092.5,3320.5,3212.5,3250.0,3810.0
8,2012,6,Madhya Pradesh,Balaghat,2006.5,1175.0,1428.0,1498.5,1249.5,700.0,1564.0,1221.0,3453.0,3687.5,4158.0,6604.0,3225.5,3070.0,3371.0,3648.0,3996.0
8,2013,6,Madhya Pradesh,Balaghat,2241.5,1388.0,1511.0,1419.5,1317.5,1270.0,1787.5,1232.5,3308.0,3900.0,3781.0,8180.0,3255.0,3131.5,4000.0,3643.0,4509.0
8,2014,6,Madhya Pradesh,Balaghat,4500.0,1372.0,1513.0,1599.0,1288.0,1255.0,1653.5,1238.0,3586.0,4705.0,3913.0,8150.5,3468.0,3267.0,3775.0,3243.0,4200.0
8,2015,6,Madhya Pradesh,Balaghat,2833.33,1412.0,1568.0,1675.5,1351.0,1750.0,1678.0,1428.0,4481.0,7318.5,4248.0,6806.0,3696.0,3279.0,4368.5,3300.0,4272.5
8,2016,6,Madhya Pradesh,Balaghat,2564.33,1450.0,1629.0,1743.665,1400.0,1000.0,2084.0,1505.0,5232.5,4555.0,4350.0,6125.0,3665.0,3478.5,4100.0,3800.0,4837.0
9,2009,6,Madhya Pradesh,Chhindwara,1720.0,1250.0,1100.0,938.0,851.0,793.0,2000.0,921.0,1740.0,3715.0,2250.0,3740.0,2100.0,2271.0,2667.0,3240.0,2860.0
9,2010,6,Madhya Pradesh,Chhindwara,1619.0,994.0,1170.0,1150.0,938.0,881.0,1100.0,1041.5,1740.0,3740.0,2430.0,5437.0,2400.0,2700.0,3800.0,3174.0,3066.0
9,2011,6,Madhya Pradesh,Chhindwara,1653.0,1020.5,1311.0,1180.0,1032.0,870.0,1131.0,1145.0,3357.0,3094.0,3006.0,6249.0,3092.5,3320.5,3212.5,2750.0,2965.0
9,2012,6,Madhya Pradesh,Chhindwara,1617.0,1268.0,1428.0,1498.5,1249.5,1200.0,1564.0,1221.0,3453.0,3687.5,3175.0,4834.0,3225.5,3070.0,3371.0,3424.0,3722.0
9,2013,6,Madhya Pradesh,Chhindwara,2241.5,1345.0,1633.0,1380.0,1317.5,1270.0,1787.5,1232.5,2805.0,3815.0,3781.0,8180.0,3255.0,3131.5,3822.0,3444.0,4919.0
9,2014,6,Madhya Pradesh,Chhindwara,3542.0,1372.0,1404.0,1970.0,1288.0,1207.0,1653.5,1238.0,3314.0,4705.0,4130.0,7219.0,3468.0,3267.0,3775.0,3495.0,4430.0
9,2015,6,Madhya Pradesh,Chhindwara,3645.67,1412.0,1754.0,1520.0,1351.0,1242.0,1678.0,1428.0,4606.0,7318.5,4000.0,12240.0,3696.0,3279.0,4368.5,3469.0,4000.0
9,2016,6,Madhya Pradesh,Chhindwara,3644.67,1485.0,1700.0,1427.0,1400.0,1296.0,2084.0,1505.0,6375.0,5500.0,4574.0,8000.0,3665.0,3478.5,4100.0,3886.0,4799.0
10,2009,6,Madhya Pradesh,Narsinghpur,1671.0,964.0,1183.0,981.0,905.0,882.5,1040.0,932.0,1924.0,3737.0,2528.5,5523.0,2280.5,2371.0,2800.0,2915.0,2965.0
10,2010,6,Madhya Pradesh,Narsinghpur,1757.0,994.0,1221.0,1028.0,938.0,943.0,1100.0,1041.5,2161.0,3397.0,2856.0,5360.0,2400.0,2700.0,2549.5,2348.0,4018.0
10,2011,6,Madhya Pradesh,Narsinghpur,1907.0,1020.5,1317.0,1000.0,1032.0,1020.0,1131.0,1145.0,3454.0,2883.0,3288.0,5083.0,3092.5,3320.5,3212.5,2215.0,3810.0
10,2012,6,Madhya Pradesh,Narsinghpur,1840.0,1268.0,1428.0,1498.5,1249.5,1202.0,1564.0,1221.0,3453.0,3687.5,4158.0,6604.0,3225.5,3070.0,3371.0,3340.5,3996.0
10,2014,6,Madhya Pradesh,Narsinghpur,3758.0,1372.0,1433.0,2750.0,1288.0,1255.0,1653.5,1238.0,3340.0,5117.0,3913.0,9583.0,3468.0,3267.0,3775.0,2310.0,4200.0
10,2015,6,Madhya Pradesh,Narsinghpur,3360.0,1412.0,1568.0,2250.0,1351.0,1372.5,1678.0,1428.0,4481.0,7755.0,4248.0,6929.0,3696.0,3279.0,4368.5,2291.0,4272.5
10,2016,6,Madhya Pradesh,Narsinghpur,3487.67,1485.0,1475.0,2582.0,1400.0,1420.5,2084.0,1505.0,1550.0,3771.0,4350.0,5880.0,3665.0,3478.5,4100.0,2863.0,4837.0
11,2009,6,Madhya Pradesh,Seoni / Shivani,1307.0,1389.0,1170.0,1036.0,905.0,805.0,1040.0,932.0,1800.0,3807.0,2125.0,4999.0,2280.5,2371.0,3500.0,4094.0,2965.0
11,2010,6,Madhya Pradesh,Seoni / Shivani,1500.0,1000.0,1200.0,1150.0,938.0,1000.0,1100.0,1041.5,2000.0,3508.0,2856.0,4550.0,2400.0,2700.0,2549.5,2889.0,4018.0
11,2011,6,Madhya Pradesh,Seoni / Shivani,1500.0,1650.0,1100.0,1180.0,1032.0,1100.0,1131.0,1145.0,2800.0,3500.0,3288.0,4600.0,3092.5,3320.5,3300.0,3500.0,3810.0
11,2012,6,Madhya Pradesh,Seoni / Shivani,2006.5,1350.0,1483.0,1498.5,1249.5,1122.0,1564.0,1221.0,3050.0,4000.0,4158.0,6604.0,3225.5,3070.0,3367.0,3850.0,3996.0
11,2013,6,Madhya Pradesh,Seoni / Shivani,2180.0,1609.0,1631.0,1419.5,1317.5,1411.0,1787.5,1232.5,2886.0,3900.0,3781.0,8180.0,3255.0,3131.5,3822.0,3319.0,4509.0
11,2014,6,Madhya Pradesh,Seoni / Shivani,2652.0,1175.0,1600.0,2558.0,1288.0,1097.0,1653.5,1238.0,3500.0,7000.0,5014.0,12013.0,3468.0,3267.0,5300.0,3166.0,4200.0
11,2015,6,Madhya Pradesh,Seoni / Shivani,2731.67,1412.0,1568.0,1675.5,1351.0,1274.0,1678.0,1428.0,3080.0,7318.5,6000.0,6806.0,3696.0,3279.0,3080.0,3525.0,4272.5
11,2016,6,Madhya Pradesh,Seoni / Shivani,2564.33,1485.0,1629.0,1743.665,1400.0,1420.5,2084.0,1505.0,5232.5,4555.0,4350.0,6125.0,3665.0,3478.5,5300.0,3890.0,4837.0
12,2009,6,Madhya Pradesh,Mandla,1671.0,964.0,1236.0,1036.0,905.0,1200.0,1040.0,932.0,2005.0,3807.0,2528.5,4999.0,2280.5,2371.0,2800.0,3088.0,2965.0
12,2010,6,Madhya Pradesh,Mandla,1774.0,994.0,1200.0,1150.0,938.0,943.0,1100.0,1041.5,2315.0,3508.0,2856.0,4550.0,2400.0,2700.0,2549.5,2889.0,4018.0
12,2011,6,Madhya Pradesh,Mandla,1750.0,1000.0,1219.0,1180.0,1032.0,1000.0,1131.0,1145.0,3313.0,3260.0,3288.0,4600.0,3092.5,3320.5,3212.5,3031.0,3810.0
12,2012,6,Madhya Pradesh,Mandla,2006.5,1268.0,1400.0,1498.5,1249.5,1202.0,1564.0,1221.0,3453.0,3687.5,4158.0,6604.0,3225.5,3070.0,3371.0,3340.5,3996.0
12,2013,6,Madhya Pradesh,Mandla,2241.5,1500.0,1500.0,1419.5,1317.5,1202.0,1787.5,1232.5,3500.0,4500.0,3781.0,12750.0,2500.0,3131.5,3822.0,3444.0,4509.0
12,2014,6,Madhya Pradesh,Mandla,2760.0,1400.0,1330.0,1599.0,1288.0,1000.0,1653.5,1238.0,4000.0,5520.0,3913.0,12026.0,2500.0,3267.0,6000.0,3436.0,4200.0
12,2015,6,Madhya Pradesh,Mandla,2833.33,1458.0,1800.0,1675.5,1351.0,1500.0,1678.0,1428.0,4700.0,10000.0,4248.0,10000.0,2600.0,3279.0,4368.5,3325.0,4272.5
12,2016,6,Madhya Pradesh,Mandla,2564.33,1402.33,1629.0,1743.665,1400.0,1500.0,2084.0,1505.0,5232.5,5000.0,4350.0,8000.0,2600.0,3478.5,6000.0,3890.0,4837.0
13,2009,6,Madhya Pradesh,Sagar,1600.0,964.0,1197.0,1082.0,905.0,882.5,1040.0,932.0,1950.0,4950.0,2960.0,4537.0,2280.5,2371.0,2250.0,3088.0,2965.0
13,2010,6,Madhya Pradesh,Sagar,1774.0,1317.0,1200.0,950.0,938.0,800.0,1100.0,1041.5,2200.0,3100.0,2450.0,4733.0,2400.0,2700.0,2500.0,2889.0,4018.0
13,2011,6,Madhya Pradesh,Sagar,1437.0,1204.0,1316.0,1243.0,1032.0,881.0,1131.0,1145.0,3289.0,3319.0,3643.0,6069.0,3092.5,3320.5,3081.0,3031.0,3810.0
13,2012,6,Madhya Pradesh,Sagar,1800.0,1300.0,1561.0,1498.5,1249.5,900.0,1564.0,1221.0,3493.0,3566.0,4275.0,6013.0,3225.5,3070.0,3490.0,3340.5,3996.0
13,2013,6,Madhya Pradesh,Sagar,1966.0,1867.0,1752.0,1858.0,1317.5,1450.0,1787.5,1232.5,2854.0,3484.0,5548.0,3441.0,3255.0,3131.5,4304.0,3444.0,4509.0
13,2014,6,Madhya Pradesh,Sagar,3029.0,1372.0,1639.0,2531.0,1288.0,1301.0,1653.5,1238.0,3387.0,6090.0,6399.0,6172.0,3468.0,3267.0,3500.0,3436.0,4200.0
13,2015,6,Madhya Pradesh,Sagar,3410.33,1412.0,1805.0,1642.0,1351.0,1529.0,1678.0,1428.0,4364.0,7753.0,4773.0,10779.0,3696.0,3279.0,4964.0,3325.0,4272.5
13,2016,6,Madhya Pradesh,Sagar,3410.0,1485.0,1841.0,1783.0,1400.0,1660.0,2084.0,1505.0,4586.0,5379.0,5812.0,6489.0,3665.0,3478.5,4000.0,3890.0,4837.0
14,2009,6,Madhya Pradesh,Damoh,1272.0,964.0,1140.0,1010.0,905.0,961.0,1040.0,932.0,1832.0,3455.0,2243.0,4977.0,2280.5,2371.0,3429.0,3088.0,2965.0
14,2010,6,Madhya Pradesh,Damoh,1520.0,994.0,1203.0,1127.0,938.0,657.0,1100.0,1041.5,2156.0,3060.0,1979.0,4310.0,2400.0,2700.0,3118.0,2889.0,4018.0
14,2011,6,Madhya Pradesh,Damoh,1548.0,1020.5,1199.0,867.0,1032.0,1114.0,1131.0,1145.0,3199.0,2988.0,2939.0,4057.0,3092.5,3320.5,3104.0,3031.0,3810.0
14,2012,6,Madhya Pradesh,Damoh,1631.0,1799.0,1427.0,1498.5,1249.5,1056.0,1564.0,1221.0,3136.0,3176.0,3750.0,4787.0,3225.5,3070.0,4000.0,3340.5,3996.0
14,2013,6,Madhya Pradesh,Damoh,1827.0,1345.0,1616.0,1419.5,1317.5,1270.0,1787.5,1232.5,2614.0,3470.0,4560.0,8180.0,3255.0,3131.5,3550.0,3444.0,4509.0
14,2014,6,Madhya Pradesh,Damoh,2981.0,1372.0,1569.0,2405.0,1288.0,1500.0,1653.5,1238.0,3543.0,3972.0,4230.0,8551.0,3468.0,3267.0,3515.0,3436.0,4200.0
14,2015,6,Madhya Pradesh,Damoh,2868.33,1668.0,1522.0,1877.0,1351.0,1331.0,1678.0,1428.0,4481.0,7318.5,3404.0,8996.0,3696.0,3279.0,4368.5,3325.0,4272.5
14,2016,6,Madhya Pradesh,Damoh,3309.67,1485.0,1546.0,2845.0,1400.0,1365.0,2084.0,1505.0,4726.0,3883.5,3968.0,9536.0,3665.0,3478.5,4100.0,3890.0,4837.0
15,2009,6,Madhya Pradesh,Tikamgarh,1740.0,964.0,1138.0,877.0,905.0,1414.0,1040.0,800.0,2036.0,3807.0,2528.5,5937.0,2280.5,2371.0,2800.0,3980.0,2965.0
15,2010,6,Madhya Pradesh,Tikamgarh,1759.0,994.0,1156.0,743.0,938.0,943.0,1100.0,923.0,2173.0,3325.0,2856.0,4366.0,2400.0,2700.0,2549.5,3240.0,4018.0
15,2011,6,Madhya Pradesh,Tikamgarh,1586.0,1020.5,1103.0,986.0,1032.0,1020.0,1131.0,1067.0,3183.0,3260.0,3288.0,5900.0,3092.5,3320.5,3969.0,2531.0,3810.0
15,2012,6,Madhya Pradesh,Tikamgarh,1660.0,1268.0,1503.0,1270.0,1249.5,1202.0,1564.0,1103.0,3064.0,4000.0,4158.0,6307.0,3225.5,3070.0,4100.0,3567.0,3996.0
15,2013,6,Madhya Pradesh,Tikamgarh,2057.0,1345.0,1395.0,1419.5,1317.5,1270.0,1787.5,1147.0,3244.0,3900.0,3781.0,7069.0,3255.0,3131.5,3822.0,3150.0,4509.0
15,2014,6,Madhya Pradesh,Tikamgarh,2711.0,1372.0,1351.0,1599.0,1288.0,1275.0,1653.5,1116.0,3588.0,4705.0,3913.0,8150.5,3468.0,3267.0,3775.0,2903.0,4200.0
15,2015,6,Madhya Pradesh,Tikamgarh,2733.67,1412.0,1537.0,1675.5,1351.0,1372.5,1678.0,1357.0,5192.0,7318.5,4248.0,6547.0,3696.0,3279.0,4368.5,2926.0,4272.5
15,2016,6,Madhya Pradesh,Tikamgarh,2821.0,1485.0,1612.0,2130.0,1400.0,1420.5,2084.0,1505.0,4518.0,4555.0,4350.0,7101.0,3665.0,3478.5,4100.0,3903.0,4837.0
16,2009,6,Madhya Pradesh,Chhatarpur,1671.0,964.0,1236.0,1036.0,905.0,882.5,1040.0,932.0,2005.0,3807.0,2528.5,4999.0,2280.5,2371.0,2800.0,3088.0,2965.0
16,2010,6,Madhya Pradesh,Chhatarpur,1774.0,994.0,1200.0,1150.0,938.0,943.0,1100.0,1041.5,2315.0,3508.0,2856.0,4550.0,2400.0,2700.0,2549.5,2889.0,4018.0
16,2011,6,Madhya Pradesh,Chhatarpur,1750.0,1020.5,1219.0,1180.0,1032.0,1020.0,1131.0,1145.0,3313.0,3260.0,3288.0,4354.0,3092.5,3320.5,3212.5,3031.0,3810.0
16,2012,6,Madhya Pradesh,Chhatarpur,2006.5,1268.0,1428.0,1498.5,1249.5,1202.0,1564.0,1221.0,3453.0,3687.5,4158.0,6604.0,3225.5,3070.0,3371.0,3340.5,3996.0
17,2009,6,Madhya Pradesh,Panna,1440.0,964.0,1430.0,1000.0,905.0,1418.0,1040.0,898.0,2185.0,4418.0,2528.5,5900.0,2680.0,2371.0,2800.0,3400.0,2965.0
17,2010,6,Madhya Pradesh,Panna,1450.0,994.0,1125.0,1150.0,938.0,1200.0,1100.0,1041.5,2100.0,4120.0,2856.0,4500.0,2485.0,2700.0,2549.5,3400.0,4018.0
17,2011,6,Madhya Pradesh,Panna,1450.0,1020.5,1288.0,1000.0,1032.0,1195.0,1131.0,1145.0,3970.0,6023.0,3288.0,4600.0,3092.5,3320.5,3212.5,3400.0,3810.0
17,2012,6,Madhya Pradesh,Panna,1720.0,1268.0,1409.0,1000.0,1249.5,1528.0,1564.0,1221.0,3310.0,4321.0,4158.0,4500.0,3225.5,3070.0,3371.0,3768.0,3996.0
